,sentence,Mot,Label
56079,3810,variety,O
56080,3810,of,O
56081,3810,LAL,B-Condition
56082,3811,Patients,O
56083,3811,with,O
56084,3811,a,O
56085,3811,history,B-Observation
56086,3811,of,O
56087,3811,coronary,B-Condition
56088,3811,artery,I-Condition
56089,3811,disease,I-Condition
56090,3811,",",O
56091,3811,valvular,O
56092,3811,or,O
56093,3811,hypertensive,B-Condition
56094,3811,heart,I-Condition
56095,3811,disease,I-Condition
56096,3812,Patients,O
56097,3812,with,O
56098,3812,chronic,B-Condition
56099,3812,liver,I-Condition
56100,3812,disease,I-Condition
56101,3813,Patients,O
56102,3813,with,O
56103,3813,chronic,B-Condition
56104,3813,respiratory,I-Condition
56105,3813,failure,I-Condition
56106,3814,Renal,B-Condition
56107,3814,failure,I-Condition
56108,3814,not,O
56109,3814,due,B-Mood
56110,3814,to,I-Mood
56111,3814,LAL,B-Condition
56112,3815,Patients,O
56113,3815,with,O
56114,3815,positive,O
56115,3815,HIV,O
56116,3815,status,O
56117,3816,No,O
56118,3816,serious,O
56119,3816,neurological,B-Condition
56120,3816,abnormalities,I-Condition
56121,3816,due,B-Mood
56122,3816,to,I-Mood
56123,3816,LAL,B-Condition
56124,3817,Impact,O
56125,3817,on,O
56126,3817,overall,O
56127,3817,severe,O
56128,3817,(,O
56129,3817,grade,O
56130,3817,3,O
56131,3817,or,O
56132,3817,4,O
56133,3817,of,O
56134,3817,the,O
56135,3817,WHO,O
56136,3817,scale,O
56137,3817,),O
56138,3817,not,O
56139,3817,attributable,O
56140,3817,to,O
56141,3817,the,O
56142,3817,LAL,O
56143,3818,Pregnant,B-Observation
56144,3818,or,O
56145,3818,breastfeeding,B-Observation
56146,3819,initial,O
56147,3819,blast,O
56148,3819,crisis,O
56149,3819,CML,B-Condition
56150,3820,Patients,O
56151,3820,with,O
56152,3820,Ph,O
56153,3820,(,O
56154,3820,BCR,O
56155,3820,/,O
56156,3820,ABL,O
56157,3820,),O
56158,3820,positive,O
56159,3820,de,O
56160,3820,novo,O
56161,3820,<,O
56162,3820,55,O
56163,3820,years,O
56164,3820,old,B-Person
56165,3820,(,O
56166,3820,it,O
56167,3820,is,O
56168,3820,advisable,O
56169,3820,to,O
56170,3820,include,O
56171,3820,patients,O
56172,3820,over,O
56173,3820,55,O
56174,3820,years,O
56175,3820,LAL07OPH,O
56176,3820,protocol,O
56177,3820,),O
56178,3820,.,O
56179,3821,Performance,O
56180,3821,status,O
56181,3821,0,O
56182,3821,-,O
56183,3821,2,O
56184,3821,(,O
56185,3821,Appendix,O
56186,3821,B,O
56187,3821,),O
56188,3821,may,O
56189,3821,include,O
56190,3821,patients,O
56191,3821,with,O
56192,3821,performance,O
56193,3821,status,O
56194,3821,>,O
56195,3821,2,O
56196,3821,attributable,O
56197,3821,to,O
56198,3821,LAL,O
56199,3821,.,O
56200,3822,Patients,O
56201,3822,without,O
56202,3822,functional,B-Condition
56203,3822,impairment,I-Condition
56204,3822,of,I-Condition
56205,3822,organs,I-Condition
56206,3822,:,O
56207,3822,liver,O
56208,3822,function,O
56209,3822,:,O
56210,3822,total,O
56211,3822,bilirubin,O
56212,3822,",",O
56213,3822,AST,O
56214,3822,",",O
56215,3822,ALT,O
56216,3822,",",O
56217,3822,alfa,O
56218,3822,-,O
56219,3822,GT,O
56220,3822,and,O
56221,3822,alkaline,O
56222,3822,phosphatase,O
56223,3822,less,O
56224,3822,than,O
56225,3822,3,O
56226,3822,times,O
56227,3822,the,O
56228,3822,upper,O
56229,3822,limit,O
56230,3822,of,O
56231,3822,normal,O
56232,3822,laboratory,O
56233,3822,renal,O
56234,3822,function,O
56235,3822,:,O
56236,3822,serum,O
56237,3822,creatinine,O
56238,3822,<,O
56239,3822,2,O
56240,3822,mg,O
56241,3822,/,O
56242,3822,dL,O
56243,3822,or,O
56244,3822,clearance,O
56245,3822,creatinine,O
56246,3822,>,O
56247,3822,30,O
56248,3822,ml,O
56249,3822,/,O
56250,3822,min,O
56251,3822,(,O
56252,3822,except,O
56253,3822,renal,O
56254,3822,function,O
56255,3822,attributable,O
56256,3822,to,O
56257,3822,LAL,O
56258,3822,),O
56259,3822,cardiac,O
56260,3822,function,O
56261,3822,(,O
56262,3822,Appendix,O
56263,3822,B,O
56264,3822,),O
56265,3822,normal,O
56266,3822,:,O
56267,3822,ventricular,O
56268,3822,EF,O
56269,3822,>,O
56270,3822,50,O
56271,3822,%,O
56272,3822,",",O
56273,3822,absence,O
56274,3822,of,O
56275,3822,severe,B-Condition
56276,3822,chronic,I-Condition
56277,3822,respiratory,I-Condition
56278,3822,disease,I-Condition
56279,3822,.,O
56280,3822,In,O
56281,3822,the,O
56282,3822,event,O
56283,3822,that,O
56284,3822,alterations,O
56285,3822,are,O
56286,3822,secondary,O
56287,3822,to,O
56288,3822,the,O
56289,3822,disease,O
56290,3822,is,O
56291,3822,at,O
56292,3822,the,O
56293,3822,discretion,O
56294,3822,of,O
56295,3822,the,O
56296,3822,investigator,O
56297,3822,to,O
56298,3822,determine,O
56299,3822,if,O
56300,3822,the,O
56301,3822,patient,O
56302,3822,can,O
56303,3822,be,O
56304,3822,included,O
56305,3822,in,O
56306,3822,the,O
56307,3822,trial,O
56308,3822,.,O
56309,3823,Cardiac,B-Condition
56310,3823,morbidities,I-Condition
56311,3824,hypertensive,B-Condition
56312,3824,disorders,I-Condition
56313,3824,of,I-Condition
56314,3824,pregnancy,I-Condition
56315,3825,peripartum,B-Condition
56316,3825,bleeding,I-Condition
56317,3826,baseline,O
56318,3826,systolic,O
56319,3826,blood,O
56320,3826,pressure,O
56321,3826,(,O
56322,3826,SBP,O
56323,3826,),O
56324,3826,<,O
56325,3826,100,O
56326,3826,mmHg,O
56327,3827,body,O
56328,3827,mass,O
56329,3827,index,O
56330,3827,>,O
56331,3827,35,O
56332,3828,full,B-Condition
56333,3828,term,I-Condition
56334,3829,singleton,O
56335,3829,pregnant,B-Condition
56336,3829,women,B-Person
56337,3830,scheduled,B-Mood
56338,3830,for,I-Mood
56339,3830,elective,O
56340,3830,cesarean,B-Procedure
56341,3830,delivery,I-Procedure
56342,3831,No,O
56343,3831,informed,O
56344,3831,consent,O
56345,3831,for,O
56346,3831,participation,O
56347,3831,in,O
56348,3831,the,O
56349,3831,study,O
56350,3831,",",O
56351,3831,mental,O
56352,3831,illness,O
56353,3831,",",O
56354,3831,which,O
56355,3831,do,O
56356,3831,n't,O
56357,3831,allow,O
56358,3831,to,O
56359,3831,obtain,O
56360,3831,informed,O
56361,3831,consent,O
56362,3831,and,O
56363,3831,conduct,O
56364,3831,the,O
56365,3831,treatment,O
56366,3831,according,O
56367,3831,to,O
56368,3831,the,O
56369,3831,protocol,O
56370,3832,Pregnancy,B-Condition
56371,3833,HIV,B-Condition
56372,3833,infection,I-Condition
56373,3834,Active,O
56374,3834,cancer,B-Condition
56375,3835,Active,O
56376,3835,hepatitis,B-Condition
56377,3835,virus,I-Condition
56378,3835,infection,I-Condition
56379,3836,Adult,B-Condition
56380,3836,acute,I-Condition
56381,3836,myeloid,I-Condition
56382,3836,leukemia,I-Condition
56383,3837,Age,B-Person
56384,3837,:,O
56385,3837,≥18,O
56386,3837,and,O
56387,3837,≤,O
56388,3837,60,O
56389,3838,Clinical,O
56390,3838,condition,O
56391,3838,of,O
56392,3838,the,O
56393,3838,patient,O
56394,3838,allows,O
56395,3838,to,O
56396,3838,carry,O
56397,3838,out,O
56398,3838,induction,O
56399,3838,therapy,O
56400,3838,:,O
56401,3838,ECOG,O
56402,3838,performance,O
56403,3838,status,O
56404,3838,:,O
56405,3838,≤,O
56406,3838,2,O
56407,3838,and,O
56408,3838,the,O
56409,3838,Hematopoietic,O
56410,3838,Cell,O
56411,3838,Transplant,O
56412,3838,-,O
56413,3838,Co,O
56414,3838,-,O
56415,3838,morbidity,O
56416,3838,Index,O
56417,3838,(,O
56418,3838,HCT,O
56419,3838,-,O
56420,3838,I,O
56421,3838,):,O
56422,3838,≤3,O
56423,3839,Informed,O
56424,3839,consent,O
56425,3839,to,O
56426,3839,participate,O
56427,3839,in,O
56428,3839,the,O
56429,3839,study,O
56430,3839,(,O
56431,3839,ICF,O
56432,3839,signed,O
56433,3839,),O
56434,3840,The,O
56435,3840,second,O
56436,3840,early,O
56437,3840,induction,O
56438,3840,start,O
56439,3840,criteria,O
56440,3840,is,O
56441,3840,in,O
56442,3840,addition,O
56443,3840,to,O
56444,3840,the,O
56445,3840,listed,O
56446,3840,above,O
56447,3840,",",O
56448,3840,the,O
56449,3840,percentage,O
56450,3840,of,O
56451,3840,the,O
56452,3840,blasts,O
56453,3840,on,O
56454,3840,the,O
56455,3840,level,O
56456,3840,>,O
56457,3840,10,O
56458,3840,%,O
56459,3840,on,O
56460,3840,7th,O
56461,3840,day,O
56462,3840,.,O
56463,3841,hypoglycemia,B-Condition
56464,3841,SE;psychogenic,I-Condition
56465,3841,SE;any,I-Condition
56466,3841,other,O
56467,3841,pseudo,B-Condition
56468,3841,-,I-Condition
56469,3841,SE,I-Condition
56470,3842,30,O
56471,3842,min,O
56472,3842,or,O
56473,3842,more,O
56474,3842,of,O
56475,3842,(,O
56476,3842,1,O
56477,3842,),O
56478,3842,continuous,O
56479,3842,clinical,O
56480,3842,seizure,B-Condition
56481,3842,activities,O
56482,3842,or,O
56483,3842,(,O
56484,3842,2,O
56485,3842,),O
56486,3842,recurrent,O
56487,3842,seizure,B-Condition
56488,3842,activities,O
56489,3842,without,O
56490,3842,recovery(returning,O
56491,3842,to,O
56492,3842,baseline)between,O
56493,3842,seizures,O
56494,3842,;,O
56495,3843,clinical,O
56496,3843,data,O
56497,3843,is,O
56498,3843,complete,O
56499,3843,.,O
56500,3844,use,O
56501,3844,illicit,B-Drug
56502,3844,drugs,I-Drug
56503,3844,or,O
56504,3844,relapse,B-Condition
56505,3844,during,O
56506,3844,the,O
56507,3844,last,O
56508,3844,trimester,O
56509,3844,of,O
56510,3844,pregnancy,B-Condition
56511,3845,positive,O
56512,3845,drug,O
56513,3845,screen,O
56514,3845,at,O
56515,3845,the,O
56516,3845,time,O
56517,3845,of,O
56518,3845,delivery,B-Procedure
56519,3846,allergies,B-Condition
56520,3846,to,O
56521,3846,any,O
56522,3846,medications,B-Drug
56523,3846,used,I-Drug
56524,3846,in,I-Drug
56525,3846,the,I-Drug
56526,3846,study,I-Drug
56527,3847,taking,O
56528,3847,prescribed,O
56529,3847,gabapentin,B-Drug
56530,3847,at,O
56531,3847,the,O
56532,3847,time,O
56533,3847,of,O
56534,3847,admission,B-Procedure
56535,3847,for,O
56536,3847,CD,B-Procedure
56537,3848,contraindications,B-Condition
56538,3848,to,O
56539,3848,neuraxial,B-Procedure
56540,3848,anesthesia,I-Procedure
56541,3848,or,O
56542,3848,require,B-Mood
56543,3848,general,B-Procedure
56544,3848,anesthesia,I-Procedure
56545,3848,for,O
56546,3848,CD,B-Procedure
56547,3849,designated,O
56548,3849,ASA,O
56549,3849,physical,O
56550,3849,status,O
56551,3849,4,O
56552,3849,or,O
56553,3849,above,O
56554,3850,singleton,O
56555,3850,",",O
56556,3850,term,O
56557,3850,pregnancy,B-Condition
56558,3851,currently,O
56559,3851,on,O
56560,3851,buprenorphine,B-Procedure
56561,3851,maintenance,I-Procedure
56562,3851,therapy,I-Procedure
56563,3852,scheduled,B-Mood
56564,3852,for,I-Mood
56565,3852,elective,O
56566,3852,CD,B-Procedure
56567,3852,under,O
56568,3852,spinal,B-Procedure
56569,3852,anesthesia,I-Procedure
56570,3853,Cases,O
56571,3853,(,O
56572,3853,with,O
56573,3853,a,O
56574,3853,history,O
56575,3853,of,O
56576,3853,TBI,O
56577,3853,):,O
56578,3854,1,O
56579,3854,.,O
56580,3854,History,B-Observation
56581,3854,of,O
56582,3854,penetrating,B-Condition
56583,3854,brain,I-Condition
56584,3854,injury,I-Condition
56585,3855,2,O
56586,3855,.,O
56587,3855,History,B-Observation
56588,3855,of,O
56589,3855,disabling,O
56590,3855,neurological,O
56591,3855,or,O
56592,3855,psychiatric,O
56593,3855,condition,O
56594,3855,such,O
56595,3855,as,O
56596,3855,epilepsy,B-Condition
56597,3855,(,O
56598,3855,besides,O
56599,3855,posttraumatic,B-Condition
56600,3855,epilepsy,I-Condition
56601,3855,),O
56602,3855,",",O
56603,3855,multiple,B-Condition
56604,3855,sclerosis,I-Condition
56605,3855,",",O
56606,3855,cortical,B-Condition
56607,3855,stroke,I-Condition
56608,3855,",",O
56609,3855,hypoxic,B-Condition
56610,3855,-,I-Condition
56611,3855,ischemic,I-Condition
56612,3855,encephalopathy,I-Condition
56613,3855,",",O
56614,3855,encephalitis,B-Condition
56615,3855,",",O
56616,3855,or,O
56617,3855,schizophrenia,B-Condition
56618,3856,Controls,O
56619,3856,(,O
56620,3856,without,O
56621,3856,a,O
56622,3856,history,O
56623,3856,of,O
56624,3856,TBI,O
56625,3856,):,O
56626,3857,History,B-Observation
56627,3857,of,O
56628,3857,disabling,B-Condition
56629,3857,neurological,I-Condition
56630,3857,or,I-Condition
56631,3857,psychiatric,I-Condition
56632,3857,condition,I-Condition
56633,3857,such,O
56634,3857,as,O
56635,3857,epilepsy,B-Condition
56636,3857,",",O
56637,3857,multiple,B-Condition
56638,3857,sclerosis,I-Condition
56639,3857,",",O
56640,3857,cortical,B-Condition
56641,3857,stroke,I-Condition
56642,3857,",",O
56643,3857,hypoxic,B-Condition
56644,3857,-,I-Condition
56645,3857,ischemic,I-Condition
56646,3857,encephalopathy,I-Condition
56647,3857,",",O
56648,3857,encephalitis,B-Condition
56649,3857,",",O
56650,3857,or,O
56651,3857,schizophrenia,B-Condition
56652,3858,Cases,O
56653,3858,(,O
56654,3858,with,O
56655,3858,a,O
56656,3858,history,O
56657,3858,of,O
56658,3858,TBI,O
56659,3858,):,O
56660,3859,1,O
56661,3859,.,O
56662,3859,Ages,B-Person
56663,3859,50,O
56664,3859,-,O
56665,3859,95,O
56666,3859,years,O
56667,3860,2,O
56668,3860,.,O
56669,3860,History,B-Observation
56670,3860,of,O
56671,3860,traumatic,B-Condition
56672,3860,brain,I-Condition
56673,3860,injury,I-Condition
56674,3860,of,O
56675,3860,sufficient,O
56676,3860,severity,O
56677,3860,to,O
56678,3860,have,O
56679,3860,resulted,O
56680,3860,in,O
56681,3860,medical,O
56682,3860,attention,O
56683,3860,(,O
56684,3860,ascertained,O
56685,3860,via,O
56686,3860,the,O
56687,3860,Ohio,O
56688,3860,State,O
56689,3860,University,O
56690,3860,TBI,O
56691,3860,Identification,O
56692,3860,Questionnaire,O
56693,3860,—,O
56694,3860,OSU,O
56695,3860,TBI,O
56696,3860,-,O
56697,3860,ID,O
56698,3860,",",O
56699,3860,and,O
56700,3860,based,O
56701,3860,on,O
56702,3860,DoD,O
56703,3860,/,O
56704,3860,VA,O
56705,3860,criteria,O
56706,3860,),O
56707,3861,3,O
56708,3861,.,O
56709,3861,Residence,B-Observation
56710,3861,in,O
56711,3861,AFRH,O
56712,3861,-,O
56713,3861,Washington,O
56714,3861,D.C.,O
56715,3861,or,O
56716,3861,the,O
56717,3861,Veterans,O
56718,3861,Home,O
56719,3861,of,O
56720,3861,California,O
56721,3861,-,O
56722,3861,Yountville,O
56723,3862,4,O
56724,3862,.,O
56725,3862,MMSE,O
56726,3862,score,O
56727,3862,≥,O
56728,3862,20,O
56729,3863,5,O
56730,3863,.,O
56731,3863,Capacity,O
56732,3863,to,O
56733,3863,provide,O
56734,3863,consent,O
56735,3863,to,O
56736,3863,participate,O
56737,3863,in,O
56738,3863,research,O
56739,3863,(,O
56740,3863,assessment,O
56741,3863,made,O
56742,3863,by,O
56743,3863,study,O
56744,3863,physician,O
56745,3863,),O
56746,3864,6,O
56747,3864,.,O
56748,3864,Ability,O
56749,3864,to,O
56750,3864,read,O
56751,3864,and,O
56752,3864,write,O
56753,3864,English,O
56754,3865,Controls,O
56755,3865,(,O
56756,3865,without,O
56757,3865,a,O
56758,3865,history,O
56759,3865,of,O
56760,3865,TBI,O
56761,3865,):,O
56762,3866,1,O
56763,3866,.,O
56764,3866,Ages,B-Person
56765,3866,50,O
56766,3866,-,O
56767,3866,95,O
56768,3866,years,O
56769,3867,2,O
56770,3867,.,O
56771,3867,No,O
56772,3867,history,B-Observation
56773,3867,of,O
56774,3867,traumatic,B-Condition
56775,3867,brain,I-Condition
56776,3867,injury,I-Condition
56777,3867,of,O
56778,3867,sufficient,O
56779,3867,severity,O
56780,3867,to,O
56781,3867,have,O
56782,3867,resulted,O
56783,3867,in,O
56784,3867,medical,O
56785,3867,attention,O
56786,3867,(,O
56787,3867,ascertained,O
56788,3867,via,O
56789,3867,the,O
56790,3867,Ohio,O
56791,3867,State,O
56792,3867,University,O
56793,3867,TBI,O
56794,3867,Identification,O
56795,3867,Questionnaire,O
56796,3867,—,O
56797,3867,OSU,O
56798,3867,TBI,O
56799,3867,-,O
56800,3867,ID,O
56801,3867,),O
56802,3868,3,O
56803,3868,.,O
56804,3868,Residence,B-Observation
56805,3868,in,O
56806,3868,AFRH,O
56807,3868,-,O
56808,3868,Washington,O
56809,3868,or,O
56810,3868,the,O
56811,3868,Veterans,O
56812,3868,Home,O
56813,3868,of,O
56814,3868,California,O
56815,3868,-,O
56816,3868,Yountville,O
56817,3869,4,O
56818,3869,.,O
56819,3869,MMSE,O
56820,3869,score,O
56821,3869,≥,O
56822,3869,20,O
56823,3870,5,O
56824,3870,.,O
56825,3870,Capacity,O
56826,3870,to,O
56827,3870,provide,O
56828,3870,consent,O
56829,3870,or,O
56830,3870,assent,O
56831,3870,to,O
56832,3870,participate,O
56833,3870,in,O
56834,3870,research,O
56835,3871,6,O
56836,3871,.,O
56837,3871,Ability,O
56838,3871,to,O
56839,3871,read,O
56840,3871,and,O
56841,3871,write,O
56842,3871,English,O
56843,3871,-,O
56844,3872,1,O
56845,3872,.,O
56846,3872,The,O
56847,3872,patient,O
56848,3872,is,O
56849,3872,pregnant,B-Condition
56850,3872,or,O
56851,3872,breastfeeding,B-Observation
56852,3872,.,O
56853,3873,2,O
56854,3873,.,O
56855,3873,Evidence,O
56856,3873,of,O
56857,3873,STEMI,B-Condition
56858,3873,within,O
56859,3873,72,O
56860,3873,hours,O
56861,3873,of,O
56862,3873,the,O
56863,3873,intended,O
56864,3873,treatment,B-Procedure
56865,3873,on,O
56866,3873,infarct,O
56867,3873,related,O
56868,3873,or,O
56869,3873,non,O
56870,3873,-,O
56871,3873,infarct,O
56872,3873,related,O
56873,3873,artery,O
56874,3873,.,O
56875,3874,3,O
56876,3874,.,O
56877,3874,Cardiogenic,B-Condition
56878,3874,shock,I-Condition
56879,3874,on,O
56880,3874,presentation,O
56881,3874,or,O
56882,3874,during,O
56883,3874,current,O
56884,3874,hospitalization,B-Procedure
56885,3874,.,O
56886,3875,4,O
56887,3875,.,O
56888,3875,Left,O
56889,3875,ventricular,O
56890,3875,ejection,O
56891,3875,fraction,O
56892,3875,less,O
56893,3875,than,O
56894,3875,20,O
56895,3875,%,O
56896,3875,.,O
56897,3876,5,O
56898,3876,.,O
56899,3876,Known,O
56900,3876,allergies,B-Condition
56901,3876,to,O
56902,3876,:,O
56903,3876,aspirin,B-Drug
56904,3876,",",O
56905,3876,clopidogrel,B-Drug
56906,3876,(,O
56907,3876,Plavix,B-Drug
56908,3876,),O
56909,3876,and,O
56910,3876,ticlopidine,B-Drug
56911,3876,(,O
56912,3876,Ticlid,B-Drug
56913,3876,),O
56914,3876,",",O
56915,3876,heparin,B-Drug
56916,3876,",",O
56917,3876,bivalirudin,B-Drug
56918,3876,",",O
56919,3876,stainless,B-Observation
56920,3876,steel,I-Observation
56921,3876,",",O
56922,3876,or,O
56923,3876,contrast,B-Drug
56924,3876,agent,I-Drug
56925,3876,(,O
56926,3876,which,O
56927,3876,can,O
56928,3876,not,O
56929,3876,be,O
56930,3876,adequately,O
56931,3876,premedicated,O
56932,3876,),O
56933,3876,.,O
56934,3877,6,O
56935,3877,.,O
56936,3877,A,O
56937,3877,platelet,O
56938,3877,count,O
56939,3877,less,O
56940,3877,than,O
56941,3877,"75,000",O
56942,3877,cells,O
56943,3877,/,O
56944,3877,mm3,O
56945,3877,or,O
56946,3877,greater,O
56947,3877,than,O
56948,3877,"700,000",O
56949,3877,cells,O
56950,3877,/,O
56951,3877,mm3,O
56952,3877,or,O
56953,3877,a,O
56954,3877,WBC,O
56955,3877,less,O
56956,3877,than,O
56957,3877,"3,000",O
56958,3877,cells,O
56959,3877,/,O
56960,3877,mm3,O
56961,3877,.,O
56962,3878,7,O
56963,3878,.,O
56964,3878,Acute,B-Condition
56965,3878,or,I-Condition
56966,3878,chronic,I-Condition
56967,3878,renal,I-Condition
56968,3878,dysfunction,I-Condition
56969,3878,(,O
56970,3878,creatinine,O
56971,3878,greater,O
56972,3878,than,O
56973,3878,2.5,O
56974,3878,mg,O
56975,3878,/,O
56976,3878,dl,O
56977,3878,or,O
56978,3878,less,O
56979,3878,than,O
56980,3878,150µmol,O
56981,3878,/,O
56982,3878,L,O
56983,3878,),O
56984,3878,.,O
56985,3879,8,O
56986,3879,.,O
56987,3879,Subject,O
56988,3879,is,O
56989,3879,currently,O
56990,3879,participating,O
56991,3879,in,O
56992,3879,an,O
56993,3879,investigational,O
56994,3879,drug,O
56995,3879,or,O
56996,3879,device,O
56997,3879,study,O
56998,3879,that,O
56999,3879,has,O
57000,3879,not,O
57001,3879,completed,O
57002,3879,the,O
57003,3879,primary,O
57004,3879,endpoint,O
57005,3879,or,O
57006,3879,that,O
57007,3879,clinically,O
57008,3879,interferes,O
57009,3879,with,O
57010,3879,the,O
57011,3879,current,O
57012,3879,study,O
57013,3879,endpoints,O
57014,3879,.,O
57015,3879,(,O
57016,3879,Note,O
57017,3879,:,O
57018,3879,Trials,O
57019,3879,requiring,O
57020,3879,extended,O
57021,3879,follow,O
57022,3879,-,O
57023,3879,up,O
57024,3879,for,O
57025,3879,products,O
57026,3879,that,O
57027,3879,were,O
57028,3879,investigational,O
57029,3879,",",O
57030,3879,but,O
57031,3879,have,O
57032,3879,since,O
57033,3879,become,O
57034,3879,commercially,O
57035,3879,available,O
57036,3879,",",O
57037,3879,are,O
57038,3879,not,O
57039,3879,considered,O
57040,3879,investigational,O
57041,3879,trials,O
57042,3879,),O
57043,3879,.,O
57044,3880,9,O
57045,3880,.,O
57046,3880,Prior,O
57047,3880,participation,O
57048,3880,in,O
57049,3880,this,O
57050,3880,study,O
57051,3880,.,O
57052,3881,10,O
57053,3881,.,O
57054,3881,Within,O
57055,3881,30,O
57056,3881,days,O
57057,3881,prior,O
57058,3881,to,O
57059,3881,the,O
57060,3881,index,O
57061,3881,study,O
57062,3881,procedure,O
57063,3881,",",O
57064,3881,the,O
57065,3881,subject,O
57066,3881,has,O
57067,3881,undergone,O
57068,3881,a,O
57069,3881,previous,O
57070,3881,coronary,B-Procedure
57071,3881,interventional,I-Procedure
57072,3881,procedure,I-Procedure
57073,3881,of,O
57074,3881,any,O
57075,3881,kind,O
57076,3881,.,O
57077,3881,Note,O
57078,3881,:,O
57079,3881,This,O
57080,3881,exclusion,O
57081,3881,criterion,O
57082,3881,does,O
57083,3881,not,O
57084,3881,apply,O
57085,3881,to,O
57086,3881,post,O
57087,3881,-,O
57088,3881,STEMI,B-Condition
57089,3881,patients,O
57090,3881,.,O
57091,3882,11,O
57092,3882,.,O
57093,3882,Stroke,B-Condition
57094,3882,or,O
57095,3882,transient,B-Condition
57096,3882,ischemic,I-Condition
57097,3882,attack,I-Condition
57098,3882,within,O
57099,3882,the,O
57100,3882,prior,O
57101,3882,3,O
57102,3882,months,O
57103,3882,.,O
57104,3883,12,O
57105,3883,.,O
57106,3883,Active,O
57107,3883,peptic,B-Condition
57108,3883,ulcer,I-Condition
57109,3883,or,O
57110,3883,upper,B-Condition
57111,3883,gastrointestinal,I-Condition
57112,3883,bleeding,I-Condition
57113,3883,within,O
57114,3883,the,O
57115,3883,prior,O
57116,3883,3,O
57117,3883,months,O
57118,3883,.,O
57119,3884,13,O
57120,3884,.,O
57121,3884,Subject,O
57122,3884,has,O
57123,3884,active,O
57124,3884,sepsis,B-Condition
57125,3884,.,O
57126,3885,14,O
57127,3885,.,O
57128,3885,Unprotected,O
57129,3885,left,B-Condition
57130,3885,main,I-Condition
57131,3885,coronary,I-Condition
57132,3885,artery,I-Condition
57133,3885,disease,I-Condition
57134,3885,(,O
57135,3885,stenosis,B-Condition
57136,3885,greater,O
57137,3885,than,O
57138,3885,50,O
57139,3885,%,O
57140,3885,),O
57141,3885,.,O
57142,3886,15,O
57143,3886,.,O
57144,3886,In,O
57145,3886,the,O
57146,3886,investigator,O
57147,3886,'s,O
57148,3886,opinion,O
57149,3886,",",O
57150,3886,subject,O
57151,3886,has,O
57152,3886,a,O
57153,3886,co,O
57154,3886,-,O
57155,3886,morbid,O
57156,3886,condition(s,O
57157,3886,),O
57158,3886,that,O
57159,3886,could,O
57160,3886,limit,O
57161,3886,the,O
57162,3886,life,B-Observation
57163,3886,expectancy,I-Observation
57164,3886,to,O
57165,3886,less,O
57166,3886,than,O
57167,3886,one,O
57168,3886,year,O
57169,3886,",",O
57170,3886,or,O
57171,3886,limit,O
57172,3886,the,O
57173,3886,subject,O
57174,3886,'s,O
57175,3886,ability,O
57176,3886,to,O
57177,3886,participate,O
57178,3886,in,O
57179,3886,the,O
57180,3886,study,O
57181,3886,or,O
57182,3886,comply,O
57183,3886,with,O
57184,3886,follow,O
57185,3886,-,O
57186,3886,up,O
57187,3886,requirements,O
57188,3886,or,O
57189,3886,impact,O
57190,3886,the,O
57191,3886,scientific,O
57192,3886,integrity,O
57193,3886,of,O
57194,3886,the,O
57195,3886,study,O
57196,3886,.,O
57197,3887,16,O
57198,3887,.,O
57199,3887,Subject,O
57200,3887,has,O
57201,3887,normal,O
57202,3887,or,O
57203,3887,insignificant,O
57204,3887,coronaries,O
57205,3887,(,O
57206,3887,i.e.,O
57207,3887,coronary,B-Condition
57208,3887,lesion(s,I-Condition
57209,3887,),O
57210,3887,less,O
57211,3887,than,O
57212,3887,50,O
57213,3887,%,O
57214,3887,stenosis,B-Condition
57215,3887,),O
57216,3887,.,O
57217,3888,17,O
57218,3888,.,O
57219,3888,Any,O
57220,3888,target,O
57221,3888,vessel,O
57222,3888,has,O
57223,3888,evidence,O
57224,3888,of,O
57225,3888,:,O
57226,3889,excessive,O
57227,3889,thrombus,B-Condition
57228,3889,(,O
57229,3889,e.g.,O
57230,3889,requires,O
57231,3889,target,B-Procedure
57232,3889,vessel,I-Procedure
57233,3889,thrombectomy,I-Procedure
57234,3889,),O
57235,3890,tortuousity,B-Condition
57236,3890,(,O
57237,3890,greater,O
57238,3890,than,O
57239,3890,60,O
57240,3890,degree,O
57241,3890,angle,O
57242,3890,),O
57243,3890,that,O
57244,3890,makes,O
57245,3890,it,O
57246,3890,unsuitable,O
57247,3890,for,O
57248,3890,proper,O
57249,3890,stent,B-Procedure
57250,3890,delivery,I-Procedure
57251,3890,and,I-Procedure
57252,3890,deployment,I-Procedure
57253,3890,",",O
57254,3891,heavy,O
57255,3891,calcification,B-Condition
57256,3891,.,O
57257,3892,18,O
57258,3892,.,O
57259,3892,Any,O
57260,3892,target,B-Condition
57261,3892,lesion,I-Condition
57262,3892,requires,B-Mood
57263,3892,treatment,B-Procedure
57264,3892,with,O
57265,3892,a,O
57266,3892,device,O
57267,3892,other,O
57268,3892,than,O
57269,3892,percutaneous,B-Procedure
57270,3892,transluminal,I-Procedure
57271,3892,coronary,I-Procedure
57272,3892,angioplasty,I-Procedure
57273,3892,(,I-Procedure
57274,3892,PTCA,I-Procedure
57275,3892,),I-Procedure
57276,3892,prior,O
57277,3892,to,O
57278,3892,stent,B-Procedure
57279,3892,placement,I-Procedure
57280,3892,(,O
